"ERR2103718_sorted"	"ERR2103722_sorted"	"ERR2103723_sorted"
"gene:Rv0760c"	410	408	305
"gene:Rv0761c"	1096	1111	911
"gene:Rv0762c"	87	95	84
"gene:Rv0763c"	15	18	11
"gene:Rv0764c"	99	210	116
"gene:Rv0765c"	37	66	53
"gene:Rv0766c"	75	133	136
"gene:Rv0767c"	21	45	37
"gene:Rv0768"	98	119	163
"gene:Rv0769"	99	107	113
"gene:Rv0770"	58	66	59
"gene:Rv0771"	23	35	33
"gene:Rv0772"	156	241	171
"gene:Rv0773c"	169	331	180
"gene:Rv0774c"	129	158	115
"gene:Rv0775"	118	147	143
"gene:Rv0776c"	10	12	18
"gene:Rv0777"	381	519	424
"gene:Rv0778"	264	369	266
"gene:Rv0779c"	6	10	7
"gene:Rv0780"	98	164	113
"gene:Rv0781"	165	286	238
"gene:Rv0782"	60	144	91
"gene:Rv0783c"	411	380	318
"gene:Rv0784"	32	75	62
"gene:Rv0785"	176	317	217
"gene:Rv0786c"	82	130	89
"gene:Rv0787"	26	33	25
"gene:Rv0787A"	148	227	179
"gene:Rv0788"	302	413	284
"gene:Rv0789c"	82	96	70
"gene:Rv0790c"	38	89	66
"gene:Rv0791c"	29	88	67
"gene:Rv0792c"	27	89	74
"gene:Rv0793"	3	6	5
"gene:Rv0794c"	125	135	89
"gene:Rv0795"	16	12	13
"gene:Rv0796"	18	30	23
"gene:Rv0797"	17	27	38
"gene:Rv0798c"	464	596	422
"gene:Rv0799c"	388	505	313
"gene:Rv0800"	112	155	90
"gene:Rv0801"	201	155	163
"gene:Rv0802c"	64	87	62
"gene:Rv0803"	404	534	366
"gene:Rv0804"	45	70	60
"gene:Rv0805"	1640	2259	1612
"gene:Rv0806c"	408	358	394
"gene:Rv0807"	71	59	66
"gene:Rv0808"	1740	1478	1186
"gene:Rv0809"	593	766	580
"gene:Rv0810c"	1208	1158	1067
"gene:Rv0811c"	227	281	183
"gene:Rv0812"	139	200	115
"gene:Rv0813c"	286	304	249
"gene:Rv0814c"	147	211	182
"gene:Rv0815c"	558	1039	887
"gene:Rv0816c"	10	41	14
"gene:Rv0817c"	33	63	37
"gene:Rv0818"	383	512	481
"gene:Rv0819"	161	314	206
"gene:Rv0820"	288	443	335
"gene:Rv0821c"	949	1218	950
"gene:Rv0822c"	1011	1160	876
"gene:Rv0823c"	1911	1784	1442
"gene:Rv0824c"	9510	9067	6966
"gene:Rv0825c"	111	137	101
"gene:Rv0826"	60	97	57
"gene:Rv0827c"	602	106	168
"gene:Rv0828c"	6	11	8
"gene:Rv0829"	5	8	9
"gene:Rv0830"	44	67	67
"gene:Rv0831c"	752	1672	1255
"gene:Rv0832"	73	77	61
"gene:Rv0833"	10	19	10
"gene:Rv0834c"	205	146	133
"gene:Rv0835"	172	278	224
"gene:Rv0836c"	6	8	7
"gene:Rv0837c"	10	22	21
"gene:Rv0838"	49	85	68
"gene:Rv0839"	221	301	255
"gene:Rv0840c"	49	78	46
"gene:Rv0841"	0	0	1
"gene:Rv0842"	43	47	26
"gene:Rv0843"	30	28	19
"gene:Rv0844c"	141	273	192
"gene:Rv0845"	87	138	89
"gene:Rv0846c"	159	95	120
"gene:Rv0847"	164	43	117
"gene:Rv0848"	239	40	206
"gene:Rv0849"	121	34	121
"gene:Rv0850"	28	15	40
"gene:Rv0851c"	157	137	86
"gene:Rv0852"	253	162	145
"gene:Rv0853c"	276	237	211
"gene:Rv0854"	338	343	244
"gene:Rv0855"	274	297	195
"gene:Rv0856"	468	670	693
"gene:Rv0857"	292	472	383
"gene:Rv0858c"	113	151	99
"gene:Rv0859"	956	1236	975
"gene:Rv0860"	1928	2459	1698
"gene:Rv0861c"	371	525	359
"gene:Rv0862c"	183	239	182
"gene:Rv0863"	526	744	594
"gene:Rv0864"	601	920	693
"gene:Rv0865"	172	194	133
"gene:Rv0866"	105	90	91
"gene:Rv0867c"	142	556	373
"gene:Rv0868c"	264	309	319
"gene:Rv0869c"	383	354	281
"gene:Rv0870c"	483	403	365
"gene:Rv0871"	323	341	291
"gene:Rv0872c"	1230	900	1070
"gene:Rv0873"	1101	1374	974
"gene:Rv0874c"	24	49	32
"gene:Rv0875c"	112	172	99
"gene:Rv0876c"	573	659	496
"gene:Rv0877"	670	635	508
"gene:Rv0878c"	233	250	203
"gene:Rv0879c"	122	129	138
"gene:Rv0880"	40	75	45
"gene:Rv0881"	69	89	81
"gene:Rv0882"	17	15	11
"gene:Rv0883c"	269	511	333
"gene:Rv0884c"	297	458	413
"gene:Rv0885"	1332	927	769
"gene:Rv0886"	434	245	235
"gene:Rv0887c"	9	14	14
"gene:Rv0888"	259	416	310
"gene:Rv0889c"	345	360	254
"gene:Rv0890c"	638	638	486
"gene:Rv0891c"	178	347	235
"gene:Rv0892"	462	523	374
"gene:Rv0893c"	23	102	71
"gene:Rv0894"	20	21	15
"gene:Rv0895"	17	37	11
"gene:Rv0896"	2782	3361	2517
"gene:Rv0897c"	175	208	164
"gene:Rv0898c"	201	303	217
"gene:Rv0899"	298	277	256
"gene:Rv0900"	47	24	26
"gene:Rv0901"	155	164	119
"gene:Rv0902c"	155	268	225
"gene:Rv0903c"	368	532	341
"gene:Rv0904c"	45	50	44
"gene:Rv0905"	284	442	310
"gene:Rv0906"	196	262	200
"gene:Rv0907"	251	373	245
"gene:Rv0908"	424	577	422
"gene:Rv0909"	486	429	394
"gene:Rv0910"	623	515	399
"gene:Rv0911"	159	204	152
"gene:Rv0912"	34	78	40
"gene:Rv0913c"	595	730	419
"gene:Rv0914c"	260	263	193
"gene:Rv0915c"	48	43	41
"gene:Rv0916c"	42	47	38
"gene:Rv0917"	204	241	252
"gene:Rv0918"	23	42	31
"gene:Rv0919"	27	25	25
"gene:Rv0920c"	436	613	513
"gene:Rv0921"	51	88	69
"gene:Rv0922"	1144	1001	868
"gene:Rv0923c"	75	126	119
"gene:Rv0924c"	133	181	143
"gene:Rv0925c"	365	476	379
"gene:Rv0926c"	236	243	198
"gene:Rv0927c"	102	125	89
"gene:Rv0928"	335	499	334
"gene:Rv0929"	246	292	209
"gene:Rv0930"	213	227	207
"gene:Rv0931c"	3455	4503	3240
"gene:Rv0932c"	3481	4095	3086
"gene:Rv0933"	451	654	473
"gene:Rv0934"	913	1030	742
"gene:Rv0935"	606	797	531
"gene:Rv0936"	391	519	337
"gene:Rv0937c"	403	510	438
"gene:Rv0938"	808	951	755
"gene:Rv0939"	609	626	583
"gene:Rv0940c"	1003	686	682
"gene:Rv0941c"	2381	1201	1223
"gene:Rv0942"	25	15	16
"gene:Rv0943c"	3	7	11
"gene:Rv0944"	27	26	24
"gene:Rv0945"	161	251	180
"gene:Rv0946c"	287	318	234
"gene:Rv0948c"	601	653	553
"gene:Rv0949"	311	414	287
"gene:Rv0950c"	420	789	720
"gene:Rv0951"	695	1114	719
"gene:Rv0952"	369	665	428
"gene:Rv0953c"	27	42	33
"gene:Rv0954"	1046	1420	1025
"gene:Rv0955"	306	368	288
"gene:Rv0956"	100	142	86
"gene:Rv0957"	299	432	341
"gene:Rv0958"	259	246	214
"gene:Rv0959"	260	291	225
"gene:Rv0959A"	17	26	21
"gene:Rv0960"	45	78	56
"gene:Rv0961"	156	222	209
"gene:Rv0962c"	7	10	13
"gene:Rv0963c"	17	23	17
"gene:Rv0964c"	13	30	22
"gene:Rv0965c"	68	101	110
"gene:Rv0966c"	254	279	254
"gene:Rv0967"	251	126	258
"gene:Rv0968"	178	79	128
"gene:Rv0969"	311	178	237
"gene:Rv0970"	140	129	128
"gene:Rv0971c"	59	64	47
"gene:Rv0972c"	219	325	209
"gene:Rv0973c"	255	350	248
"gene:Rv0974c"	144	242	134
"gene:Rv0975c"	64	116	73
"gene:Rv0976c"	78	105	84
"gene:Rv0977"	224	157	150
"gene:Rv0978c"	0	5	0
"gene:Rv0979c"	7	10	10
"gene:Rv0979A"	159	236	217
"gene:Rv0980c"	13	11	9
"gene:Rv0981"	268	297	306
"gene:Rv0982"	970	1204	887
"gene:Rv0983"	850	1292	1063
"gene:Rv0984"	585	779	603
"gene:Rv0985c"	66	70	55
"gene:Rv0986"	209	202	202
"gene:Rv0987"	775	806	660
"gene:Rv0988"	643	705	546
"gene:Rv0989c"	25	82	55
"gene:Rv0990c"	36	30	27
"gene:Rv0991c"	239	259	209
"gene:Rv0992c"	29	55	45
"gene:Rv0993"	375	496	362
"gene:Rv0994"	752	781	521
"gene:Rv0995"	142	179	144
"gene:Rv0996"	463	820	491
"gene:Rv0997"	115	223	152
"gene:Rv0998"	165	189	128
"gene:Rv0999"	134	197	167
"gene:Rv1000c"	39	97	77
"gene:Rv1001"	289	282	232
"gene:Rv1002c"	182	211	169
"gene:Rv1003"	54	47	27
"gene:Rv1004c"	182	175	151
"gene:Rv1005c"	86	95	118
"gene:Rv1006"	1369	1787	1373
"gene:Rv1007c"	302	405	277
"gene:Rv1008"	14	33	24
"gene:Rv1009"	459	699	531
"gene:Rv1010"	299	413	325
"gene:Rv1011"	232	255	219
"gene:Rv1012"	8	30	12
"gene:Rv1013"	605	971	636
"gene:Rv1014c"	42	46	38
"gene:Rv1015c"	272	382	257
"gene:Rv1016c"	252	447	331
"gene:Rv1017c"	866	1297	974
"gene:Rv1018c"	541	740	601
"gene:Rv1019"	328	335	228
"gene:Rv1020"	333	507	319
"gene:Rv1021"	244	371	242
"gene:Rv1022"	118	133	116
"gene:Rv1023"	354	494	393
"gene:Rv1024"	112	136	110
"gene:Rv1025"	91	138	86
"gene:Rv1026"	93	122	95
"gene:Rv1027c"	57	76	58
"gene:Rv1028c"	97	116	91
"gene:Rv1028A"	6	8	9
"gene:Rv1029"	116	109	75
"gene:Rv1030"	171	151	105
"gene:Rv1031"	60	63	50
"gene:Rv1032c"	118	123	108
"gene:Rv1033c"	121	79	77
"gene:Rv1034c"	1	2	1
"gene:Rv1035c"	9	15	15
"gene:Rv1036c"	7	9	16
"gene:Rv1037c"	95	79	79
"gene:Rv1038c"	199	153	172
"gene:Rv1039c"	9	13	16
"gene:Rv1040c"	3	3	7
"gene:Rv1041c"	54	101	66
"gene:Rv1042c"	87	73	59
"gene:Rv1043c"	132	433	202
"gene:Rv1044"	27	35	27
"gene:Rv1045"	40	68	50
"gene:Rv1046c"	443	777	661
"gene:Rv1047"	6	29	15
"gene:Rv1048c"	35	62	76
"gene:Rv1049"	35	69	51
"gene:Rv1050"	37	69	41
"gene:Rv1051c"	1	3	6
"gene:Rv1052"	77	159	117
"gene:Rv1053c"	0	3	4
"gene:Rv1054"	149	186	153
"gene:Rv1055"	36	91	67
"gene:Rv1056"	136	173	141
"gene:Rv1057"	17	70	37
"gene:Rv1058"	300	276	182
"gene:Rv1059"	196	301	210
"gene:Rv1060"	201	296	216
"gene:Rv1061"	116	202	159
"gene:Rv1062"	49	60	61
"gene:Rv1063c"	111	131	95
"gene:Rv1064c"	20	15	11
"gene:Rv1065"	264	331	285
"gene:Rv1066"	22	25	29
"gene:Rv1067c"	6	11	7
"gene:Rv1068c"	18	27	21
"gene:Rv1069c"	329	509	315
"gene:Rv1070c"	226	350	193
"gene:Rv1071c"	168	312	201
"gene:Rv1072"	7125	7754	5920
"gene:Rv1073"	1068	1049	886
"gene:Rv1074c"	1517	1541	1168
"gene:Rv1075c"	47	75	54
"gene:Rv1076"	178	241	153
"gene:Rv1077"	418	569	345
"gene:Rv1078"	1680	1547	1320
"gene:Rv1079"	1101	969	740
"gene:Rv1080c"	902	1751	1183
"gene:Rv1081c"	53	83	72
"gene:Rv1082"	243	323	312
"gene:Rv1083"	76	101	88
"gene:Rv1084"	111	125	99
"gene:Rv1085c"	119	153	106
"gene:Rv1086"	177	245	231
"gene:Rv1087"	103	97	98
"gene:Rv1087A"	3	4	2
"gene:Rv1088"	5	4	6
"gene:Rv1089"	3	4	3
"gene:Rv1089A"	4	6	3
"gene:Rv1090"	30	24	33
"gene:Rv1091"	39	56	57
"gene:Rv1092c"	257	320	233
"gene:Rv1093"	471	635	498
"gene:Rv1094"	4258	5740	4123
"gene:Rv1095"	1576	2428	1722
"gene:Rv1096"	291	470	362
"gene:Rv1097c"	472	587	376
"gene:Rv1098c"	677	822	538
"gene:Rv1099c"	249	293	233
"gene:Rv1100"	210	236	168
"gene:Rv1101c"	400	574	395
"gene:Rv1102c"	198	404	306
"gene:Rv1103c"	131	235	190
"gene:Rv1104"	139	202	147
"gene:Rv1105"	9	18	18
"gene:Rv1106c"	207	301	257
"gene:Rv1107c"	324	414	323
"gene:Rv1108c"	387	535	357
"gene:Rv1109c"	1390	1312	1026
"gene:Rv1110"	592	766	576
"gene:Rv1111c"	277	451	319
"gene:Rv1112"	47	51	45
"gene:Rv1113"	49	82	69
"gene:Rv1114"	45	69	42
"gene:Rv1115"	39	68	55
"gene:Rv1116"	4	22	13
"gene:Rv1116A"	284	193	195
"gene:Rv1117"	334	542	369
"gene:Rv1118c"	105	137	116
"gene:Rv1119c"	0	1	1
"gene:Rv1120c"	2	6	3
"gene:Rv1121"	696	937	701
"gene:Rv1122"	247	350	251
"gene:Rv1123c"	183	231	136
"gene:Rv1124"	61	108	51
"gene:Rv1125"	59	81	66
"gene:Rv1126c"	127	191	135
"gene:Rv1127c"	295	439	300
"gene:Rv1128c"	19	221	94
"gene:Rv1129c"	51	553	203
"gene:Rv1130"	485	4291	1433
"gene:Rv1131"	295	2743	882
"gene:Rv1132"	354	1045	454
"gene:Rv1133c"	3721	3596	2821
"gene:Rv1134"	8	6	8
"gene:Rv1135c"	413	251	258
"gene:Rv1135A"	1	4	1
"gene:Rv1136"	9	16	12
"gene:Rv1137c"	26	45	24
"gene:Rv1138c"	153	128	117
"gene:Rv1139c"	149	98	85
"gene:Rv1140"	400	437	329
"gene:Rv1141c"	65	107	100
"gene:Rv1142c"	158	295	203
"gene:Rv1143"	135	140	121
"gene:Rv1144"	69	59	58
"gene:Rv1145"	77	84	65
"gene:Rv1146"	103	97	95
"gene:Rv1147"	41	39	42
"gene:Rv1148c"	181	194	153
"gene:Rv1149"	213	277	202
"gene:Rv1151c"	46	92	71
"gene:Rv1152"	88	115	109
"gene:Rv1153c"	96	113	97
"gene:Rv1154c"	117	100	81
"gene:Rv1155"	591	596	457
"gene:Rv1156"	1109	1427	1015
"gene:Rv1157c"	118	366	253
"gene:Rv1158c"	84	230	168
"gene:Rv1159"	225	345	249
"gene:Rv1159A"	478	367	303
"gene:Rv1160"	42	61	53
"gene:Rv1161"	8329	6052	8215
"gene:Rv1162"	2639	1909	2659
"gene:Rv1163"	372	272	381
"gene:Rv1164"	887	611	802
"gene:Rv1165"	651	731	927
"gene:Rv1166"	822	788	816
"gene:Rv1167c"	143	182	132
"gene:Rv1168c"	679	527	494
"gene:Rv1169c"	139	186	172
"gene:Rv1170"	154	174	131
"gene:Rv1171"	825	542	703
"gene:Rv1172c"	760	718	614
"gene:Rv1173"	1465	1695	1257
"gene:Rv1174c"	1888	1919	1600
"gene:Rv1175c"	419	587	443
"gene:Rv1176c"	36	57	39
"gene:Rv1177"	1092	1161	944
"gene:Rv1178"	592	646	523
"gene:Rv1179c"	715	612	531
"gene:Rv1180"	3697	2208	2191
"gene:Rv1181"	9382	4856	4924
"gene:Rv1182"	5725	3378	3525
"gene:Rv1183"	9657	5380	5446
"gene:Rv1184c"	2847	3227	2482
"gene:Rv1185c"	4743	4201	3435
"gene:Rv1186c"	122	170	114
"gene:Rv1187"	93	101	92
"gene:Rv1188"	44	47	48
"gene:Rv1189"	39	60	41
"gene:Rv1190"	38	23	34
"gene:Rv1191"	54	79	57
"gene:Rv1192"	623	651	583
"gene:Rv1193"	210	237	193
"gene:Rv1194c"	641	865	824
"gene:Rv1195"	580	2068	2454
"gene:Rv1196"	1057	3199	4252
"gene:Rv1197"	2189	3884	5239
"gene:Rv1198"	1937	3928	5055
"gene:Rv1199c"	20	45	37
"gene:Rv1200"	407	648	535
"gene:Rv1201c"	672	991	613
"gene:Rv1202"	278	261	210
"gene:Rv1203c"	9	15	10
"gene:Rv1204c"	141	153	146
"gene:Rv1205"	650	494	471
"gene:Rv1206"	1229	731	681
"gene:Rv1207"	203	172	170
"gene:Rv1208"	218	276	210
"gene:Rv1209"	51	55	47
"gene:Rv1210"	262	283	237
"gene:Rv1211"	1261	1396	1196
"gene:Rv1212c"	90	99	82
"gene:Rv1213"	577	446	424
"gene:Rv1214c"	61	95	94
"gene:Rv1215c"	160	268	199
"gene:Rv1216c"	186	413	435
"gene:Rv1217c"	156	422	331
"gene:Rv1218c"	144	431	347
"gene:Rv1219c"	110	338	256
"gene:Rv1220c"	57	139	88
"gene:Rv1221"	471	1095	770
"gene:Rv1222"	451	543	455
"gene:Rv1223"	1769	2078	1635
"gene:Rv1224"	318	469	336
"gene:Rv1225c"	59	58	43
"gene:Rv1226c"	60	56	41
"gene:Rv1227c"	27	40	24
"gene:Rv1228"	102	90	72
"gene:Rv1229c"	570	714	473
"gene:Rv1230c"	783	826	816
"gene:Rv1231c"	193	206	149
"gene:Rv1232c"	346	435	289
"gene:Rv1233c"	351	595	393
"gene:Rv1234"	324	336	265
"gene:Rv1235"	231	240	196
"gene:Rv1236"	165	212	147
"gene:Rv1237"	278	292	220
"gene:Rv1238"	397	570	447
"gene:Rv1239c"	186	186	132
"gene:Rv1240"	417	719	451
"gene:Rv1241"	58	115	96
"gene:Rv1242"	55	175	120
"gene:Rv1243c"	12	21	18
"gene:Rv1244"	118	154	116
"gene:Rv1245c"	217	300	215
"gene:Rv1246c"	39	79	70
"gene:Rv1247c"	99	137	96
"gene:Rv1248c"	2748	2781	2362
"gene:Rv1249c"	401	395	355
"gene:Rv1250"	180	166	155
"gene:Rv1251c"	292	550	346
"gene:Rv1252c"	116	195	127
"gene:Rv1253"	327	398	294
"gene:Rv1254"	301	402	274
"gene:Rv1255c"	28	78	45
"gene:Rv1256c"	37	95	56
"gene:Rv1257c"	378	496	346
"gene:Rv1258c"	92	98	71
"gene:Rv1259"	21	23	15
"gene:Rv1260"	400	622	443
"gene:Rv1261c"	387	446	312
"gene:Rv1262c"	107	191	157
"gene:Rv1263"	51	62	55
"gene:Rv1264"	329	484	367
"gene:Rv1265"	436	570	454
"gene:Rv1266c"	620	536	477
"gene:Rv1267c"	122	127	75
"gene:Rv1268c"	18	36	19
"gene:Rv1269c"	136	175	132
"gene:Rv1270c"	362	436	351
"gene:Rv1271c"	70	100	96
"gene:Rv1272c"	221	320	236
"gene:Rv1273c"	98	171	130
"gene:Rv1274"	484	590	396
"gene:Rv1275"	415	567	425
"gene:Rv1276c"	6	17	11
"gene:Rv1277"	165	315	194
"gene:Rv1278"	215	318	220
"gene:Rv1279"	267	512	341
"gene:Rv1280c"	598	885	612
"gene:Rv1281c"	286	348	277
"gene:Rv1282c"	179	195	178
"gene:Rv1283c"	293	375	289
"gene:Rv1284"	932	423	453
"gene:Rv1285"	216	227	172
"gene:Rv1286"	451	430	364
"gene:Rv1287"	107	152	118
"gene:Rv1288"	146	145	120
"gene:Rv1289"	144	256	186
"gene:Rv1290c"	97	171	109
"gene:Rv1290A"	3	6	3
"gene:Rv1291c"	1	3	0
"gene:Rv1292"	250	407	302
"gene:Rv1293"	404	597	400
"gene:Rv1294"	372	546	393
"gene:Rv1295"	447	695	465
"gene:Rv1296"	221	280	218
"gene:Rv1297"	5134	7646	5497
"gene:Rv1298"	2143	2789	1939
"gene:Rv1299"	744	964	699
"gene:Rv1300"	757	861	699
"gene:Rv1301"	448	556	394
"gene:Rv1302"	814	621	559
"gene:Rv1303"	714	773	612
"gene:Rv1304"	1001	1144	820
"gene:Rv1305"	936	937	776
"gene:Rv1306"	1800	1905	1424
"gene:Rv1307"	2716	2802	2122
"gene:Rv1308"	3163	3359	2529
"gene:Rv1309"	1664	2010	1503
"gene:Rv1310"	3137	3302	2312
"gene:Rv1311"	730	783	551
"gene:Rv1312"	503	492	392
"gene:Rv1313c"	66	103	85
"gene:Rv1314c"	58	188	105
"gene:Rv1315"	323	497	374
"gene:Rv1316c"	253	146	146
"gene:Rv1317c"	287	156	143
"gene:Rv1318c"	151	164	148
"gene:Rv1319c"	351	357	286
"gene:Rv1320c"	567	770	547
"gene:Rv1321"	351	347	261
"gene:Rv1322"	105	135	116
"gene:Rv1322A"	2826	3995	3181
"gene:Rv1323"	1304	1609	1282
"gene:Rv1324"	824	1466	979
"gene:Rv1325c"	24	55	51
"gene:Rv1326c"	497	562	408
"gene:Rv1327c"	572	655	452
"gene:Rv1328"	617	738	563
"gene:Rv1329c"	221	234	199
"gene:Rv1330c"	107	119	86
"gene:Rv1331"	623	680	553
"gene:Rv1332"	873	806	641
"gene:Rv1333"	181	265	202
"gene:Rv1334"	189	357	246
"gene:Rv1335"	257	334	253
"gene:Rv1336"	312	435	331
"gene:Rv1337"	717	776	672
"gene:Rv1338"	213	347	262
"gene:Rv1339"	443	660	523
"gene:Rv1340"	468	569	429
"gene:Rv1341"	101	189	131
"gene:Rv1342c"	93	104	88
"gene:Rv1343c"	39	56	34
"gene:Rv1344"	63	62	41
"gene:Rv1345"	288	278	243
"gene:Rv1346"	292	273	242
"gene:Rv1347c"	35	68	38
"gene:Rv1348"	87	114	88
"gene:Rv1349"	35	46	33
"gene:Rv1350"	57	86	46
"gene:Rv1351"	51	99	81
"gene:Rv1352"	523	461	389
"gene:Rv1353c"	16	37	23
"gene:Rv1354c"	58	80	72
"gene:Rv1355c"	52	95	53
"gene:Rv1356c"	7	10	11
"gene:Rv1357c"	0	1	2
"gene:Rv1358"	169	123	121
"gene:Rv1359"	49	53	33
"gene:Rv1360"	518	732	558
"gene:Rv1361c"	389	710	675
"gene:Rv1362c"	382	363	299
"gene:Rv1363c"	357	352	269
"gene:Rv1364c"	435	529	462
"gene:Rv1365c"	285	184	171
"gene:Rv1366"	87	114	83
"gene:Rv1366A"	224	147	129
"gene:Rv1367c"	203	214	186
"gene:Rv1368"	1619	930	836
"gene:Rv1369c"	20	39	34
"gene:Rv1370c"	17	16	8
"gene:Rv1371"	2	13	3
"gene:Rv1372"	34	46	31
"gene:Rv1373"	50	95	76
"gene:Rv1374c"	10	12	17
"gene:Rv1375"	833	710	629
"gene:Rv1376"	257	302	227
"gene:Rv1377c"	157	206	158
"gene:Rv1378c"	71	192	135
"gene:Rv1379"	207	187	132
"gene:Rv1380"	67	55	41
"gene:Rv1381"	101	90	76
"gene:Rv1382"	35	27	20
"gene:Rv1383"	111	103	65
"gene:Rv1384"	505	422	324
"gene:Rv1385"	26	25	17
"gene:Rv1386"	57	179	115
"gene:Rv1387"	348	1002	586
"gene:Rv1388"	855	991	740
"gene:Rv1389"	502	522	358
"gene:Rv1390"	761	1095	787
"gene:Rv1391"	578	708	568
"gene:Rv1392"	753	1114	927
"gene:Rv1393c"	645	409	361
"gene:Rv1394c"	511	340	287
"gene:Rv1395"	44	57	66
"gene:Rv1396c"	128	329	358
"gene:Rv1397c"	745	1456	1068
"gene:Rv1398c"	6829	7248	7227
"gene:Rv1399c"	115	133	78
"gene:Rv1400c"	104	151	106
"gene:Rv1401"	189	179	211
"gene:Rv1402"	83	122	148
"gene:Rv1403c"	0	8	4
"gene:Rv1404"	185	352	264
"gene:Rv1405c"	8	4	13
"gene:Rv1406"	58	74	63
"gene:Rv1407"	45	61	59
"gene:Rv1408"	348	401	291
"gene:Rv1409"	503	568	415
"gene:Rv1410c"	1782	2182	1485
"gene:Rv1411c"	1063	1328	902
"gene:Rv1412"	84	130	81
"gene:Rv1413"	81	84	70
"gene:Rv1414"	13	22	11
"gene:Rv1415"	751	957	710
"gene:Rv1416"	245	335	265
"gene:Rv1417"	136	221	145
"gene:Rv1418"	218	344	281
"gene:Rv1419"	352	457	527
"gene:Rv1420"	405	537	438
"gene:Rv1421"	286	287	242
"gene:Rv1422"	263	342	235
"gene:Rv1423"	252	252	245
"gene:Rv1424c"	166	224	131
"gene:Rv1425"	888	662	624
"gene:Rv1426c"	158	266	172
"gene:Rv1427c"	257	388	297
"gene:Rv1428c"	179	294	215
"gene:Rv1429"	69	100	71
"gene:Rv1430"	98	143	115
"gene:Rv1431"	213	234	193
"gene:Rv1432"	45	49	43
"gene:Rv1433"	132	185	162
"gene:Rv1434"	5	14	9
"gene:Rv1435c"	191	463	340
"gene:Rv1436"	1037	1531	1075
"gene:Rv1437"	853	1012	708
"gene:Rv1438"	600	896	553
"gene:Rv1439c"	80	64	82
"gene:Rv1440"	386	429	364
"gene:Rv1441c"	35	61	61
"gene:Rv1442"	535	649	454
"gene:Rv1443c"	104	189	157
"gene:Rv1444c"	473	421	349
"gene:Rv1445c"	276	289	225
"gene:Rv1446c"	335	350	229
"gene:Rv1447c"	982	989	741
"gene:Rv1448c"	1041	1063	823
"gene:Rv1449c"	1298	1243	1128
"gene:Rv1450c"	16	16	9
"gene:Rv1451"	286	351	303
"gene:Rv1452c"	13	18	8
"gene:Rv1453"	124	163	173
"gene:Rv1454c"	188	228	174
"gene:Rv1455"	29	23	23
"gene:Rv1456c"	38	51	32
"gene:Rv1457c"	162	210	178
"gene:Rv1458c"	200	241	169
"gene:Rv1459c"	245	301	228
"gene:Rv1460"	84	129	58
"gene:Rv1461"	1674	2098	1303
"gene:Rv1462"	240	372	260
"gene:Rv1463"	275	419	272
"gene:Rv1464"	265	378	287
"gene:Rv1465"	134	192	172
"gene:Rv1466"	220	252	225
"gene:Rv1467c"	481	494	409
"gene:Rv1468c"	86	80	72
"gene:Rv1469"	177	349	254
"gene:Rv1470"	104	102	112
"gene:Rv1471"	85	130	109
"gene:Rv1472"	332	383	325
"gene:Rv1473"	385	423	349
"gene:Rv1473A"	62	62	52
"gene:Rv1474c"	69	88	76
"gene:Rv1475c"	1068	1788	1215
"gene:Rv1476"	468	443	374
"gene:Rv1477"	451	1071	714
"gene:Rv1478"	203	403	279
"gene:Rv1479"	1491	1951	1488
"gene:Rv1480"	349	467	388
"gene:Rv1481"	509	741	558
"gene:Rv1482c"	5	8	6
"gene:Rv1483"	483	593	401
"gene:Rv1484"	555	677	461
"gene:Rv1485"	108	154	107
"gene:Rv1486c"	307	450	338
"gene:Rv1487"	415	347	318
"gene:Rv1488"	1006	844	753
"gene:Rv1489"	293	338	273
"gene:Rv1489A"	91	131	84
"gene:Rv1490"	89	120	77
"gene:Rv1491c"	173	369	350
"gene:Rv1492"	132	178	133
"gene:Rv1493"	286	333	233
"gene:Rv1494"	74	115	113
"gene:Rv1495"	19	48	37
"gene:Rv1496"	95	123	86
"gene:Rv1497"	325	557	449
"gene:Rv1498c"	314	389	356
"gene:Rv1498A"	116	126	101
"gene:Rv1499"	10	18	10
"gene:Rv1500"	995	864	787
"gene:Rv1501"	726	855	708
"gene:Rv1502"	1585	1629	1242
"gene:Rv1503c"	39	100	74
"gene:Rv1504c"	89	196	132
"gene:Rv1505c"	163	337	248
"gene:Rv1506c"	152	251	221
"gene:Rv1507c"	466	729	566
"gene:Rv1507A"	3	10	4
"gene:Rv1508c"	518	694	500
"gene:Rv1508A"	53	70	53
"gene:Rv1509"	156	205	148
"gene:Rv1510"	65	124	81
"gene:Rv1511"	495	652	468
"gene:Rv1512"	210	321	222
"gene:Rv1513"	199	269	207
"gene:Rv1514c"	156	212	140
"gene:Rv1515c"	204	233	196
"gene:Rv1516c"	138	164	124
"gene:Rv1517"	632	331	338
"gene:Rv1518"	99	156	145
"gene:Rv1519"	11	9	12
"gene:Rv1520"	163	165	169
"gene:Rv1521"	1512	2134	1712
"gene:Rv1522c"	1075	1652	1345
"gene:Rv1523"	206	286	211
"gene:Rv1524"	190	214	203
"gene:Rv1525"	247	344	244
"gene:Rv1526c"	155	176	164
"gene:Rv1527c"	1963	1941	2012
"gene:Rv1528c"	8	11	7
"gene:Rv1529"	294	342	275
"gene:Rv1530"	51	83	68
"gene:Rv1531"	136	205	146
