"SRR5689224_sorted"	"SRR5689225_sorted"	"SRR5689226_sorted"	"SRR5689227_sorted"	"SRR5689228_sorted"	"SRR5689229_sorted"	"SRR5689230_sorted"	"SRR5689231_sorted"	"SRR5689232_sorted"	"SRR5689233_sorted"	"SRR5689234_sorted"	"SRR5689235_sorted"
"gene:Rv1055"	259	254	69	113	184	65	95	82	18	20	99	250
"gene:Rv1056"	673	670	588	827	1281	503	271	277	233	184	338	770
"gene:Rv1057"	1576	1762	387	542	5926	1563	1344	1333	833	481	850	3730
"gene:Rv1058"	908	915	250	316	1667	368	695	667	135	98	292	492
"gene:Rv1059"	1459	1595	264	376	925	198	804	635	524	270	277	819
"gene:Rv1060"	1663	1403	173	235	1370	568	319	251	179	119	479	1420
"gene:Rv1061"	861	858	408	501	947	269	375	384	163	208	293	1148
"gene:Rv1062"	837	1050	280	444	482	95	348	270	162	206	218	543
"gene:Rv1063c"	2170	2768	655	783	3148	1259	3974	3124	1370	1234	1450	2567
"gene:Rv1064c"	201	244	51	69	357	111	132	89	58	59	141	540
"gene:Rv1065"	6771	6970	1263	1826	13185	2349	7957	5527	2843	4751	1645	5093
"gene:Rv1066"	2264	2235	284	403	3771	669	1683	1176	733	1456	639	2305
"gene:Rv1067c"	321	363	257	391	257	55	170	126	93	104	69	254
"gene:Rv1068c"	287	315	96	154	114	38	76	49	23	33	35	73
"gene:Rv1069c"	2590	2747	258	354	799	229	1002	801	253	353	323	778
"gene:Rv1070c"	1426	1586	476	1198	664	184	816	762	317	417	455	466
"gene:Rv1071c"	1817	1799	407	473	861	230	873	623	180	280	388	482
"gene:Rv1072"	48539	45042	13167	18297	94593	36591	43894	36485	12547	11523	143096	128393
"gene:Rv1073"	8094	6706	3563	4660	16769	5651	3410	2431	1550	1826	15588	21368
"gene:Rv1074c"	8845	9271	2483	3163	8271	1970	9989	9444	2427	3106	1425	3913
"gene:Rv1075c"	506	522	97	145	2231	1030	283	189	39	57	377	2845
"gene:Rv1076"	1338	1597	250	327	2982	332	1260	1212	102	363	317	772
"gene:Rv1077"	5255	5893	850	1329	3659	896	4663	4574	712	1119	1324	1821
"gene:Rv1078"	5380	5884	502	778	4682	1521	3220	2671	516	668	1602	1004
"gene:Rv1079"	3126	3496	268	363	1608	475	1354	1204	229	359	728	571
"gene:Rv1080c"	12607	10641	10614	15415	7845	2303	3200	2033	6523	5701	2181	3675
"gene:Rv1081c"	413	414	80	84	571	285	94	67	27	73	263	445
"gene:Rv1082"	1556	1589	2089	2769	3615	2342	975	783	638	761	1133	3252
"gene:Rv1083"	401	369	298	380	719	419	154	147	120	129	172	647
"gene:Rv1084"	2101	2503	4610	6524	3446	1641	1599	1129	1746	1716	1037	3979
"gene:Rv1085c"	1410	1307	360	500	582	161	530	372	245	281	183	401
"gene:Rv1086"	1858	1895	2330	3125	3549	1293	1191	970	1218	961	1951	5745
"gene:Rv1087"	2726	2730	3739	5576	2696	591	4629	3880	4998	3733	1288	2079
"gene:Rv1087A"	21	20	103	141	48	11	21	14	31	32	13	26
"gene:Rv1088"	17	17	114	169	177	28	9	7	6	13	18	131
"gene:Rv1089"	7	8	46	68	69	13	10	5	2	7	10	63
"gene:Rv1089A"	9	19	38	32	48	22	3	1	3	0	6	20
"gene:Rv1090"	274	260	192	244	230	65	175	127	70	89	51	120
"gene:Rv1091"	2987	3328	1669	2346	1678	459	3594	2910	1185	1780	641	1574
"gene:Rv1092c"	1638	1943	235	293	604	175	1184	1159	117	123	206	222
"gene:Rv1093"	7728	7762	1158	1650	8869	2155	3924	2645	1232	1109	2852	6959
"gene:Rv1094"	64154	61331	7247	9552	69565	18181	59014	60426	9117	7984	19413	16615
"gene:Rv1095"	23539	22392	2006	2862	19144	4631	20353	14563	4836	4322	4033	7333
"gene:Rv1096"	2353	2048	324	485	3511	1618	892	547	253	290	907	2097
"gene:Rv1097c"	3292	3282	358	518	953	144	1520	1399	364	548	180	374
"gene:Rv1098c"	4794	4575	563	887	1492	208	2152	1561	433	616	258	515
"gene:Rv1099c"	2792	2662	631	814	1085	210	1186	746	252	330	169	446
"gene:Rv1100"	1718	1861	607	730	2688	1490	1322	1289	470	453	1855	2988
"gene:Rv1101c"	3066	2968	764	898	2944	1236	1655	1390	345	413	2148	3387
"gene:Rv1102c"	1395	1271	277	375	1596	820	321	250	174	202	1102	2851
"gene:Rv1103c"	736	614	482	557	2113	1139	694	600	163	148	1362	2383
"gene:Rv1104"	942	941	400	517	714	197	563	435	174	213	274	718
"gene:Rv1105"	77	74	88	129	74	21	23	20	8	16	31	73
"gene:Rv1106c"	2046	1903	513	618	919	189	725	578	532	559	326	1118
"gene:Rv1107c"	1258	1130	52	73	387	79	469	351	140	210	271	367
"gene:Rv1108c"	4072	4218	554	827	1553	461	1789	1335	1196	1017	1121	1533
"gene:Rv1109c"	5462	5813	1998	2622	4332	1081	10100	11830	3198	2409	2632	3143
"gene:Rv1110"	4527	4595	1626	2339	5885	2049	5415	4782	2334	2235	3279	7312
"gene:Rv1111c"	3592	3197	202	293	2232	701	1022	777	149	199	819	1145
"gene:Rv1112"	336	272	103	129	357	131	66	38	17	29	129	296
"gene:Rv1113"	127	135	35	57	168	33	76	56	27	26	67	183
"gene:Rv1114"	183	203	63	63	188	43	37	36	26	43	75	224
"gene:Rv1115"	245	232	99	120	352	85	17	13	10	20	81	207
"gene:Rv1116"	66	53	37	80	60	14	5	0	3	7	16	39
"gene:Rv1116A"	354	415	95	109	427	81	123	89	27	61	135	196
"gene:Rv1117"	3621	3181	1466	1987	4418	1068	1701	1122	1616	1674	2771	3024
"gene:Rv1118c"	485	479	128	181	566	149	195	138	108	110	229	686
"gene:Rv1119c"	3	8	7	16	7	1	0	1	2	1	0	3
"gene:Rv1120c"	27	26	75	68	42	11	11	7	8	9	11	19
"gene:Rv1121"	6146	5747	729	978	3899	1821	1655	1417	674	521	1500	1878
"gene:Rv1122"	2695	2711	419	597	1581	539	2522	2543	445	330	495	859
"gene:Rv1123c"	1427	1439	374	538	939	301	891	713	244	275	532	595
"gene:Rv1124"	1101	1300	284	417	865	289	816	781	267	220	336	358
"gene:Rv1125"	758	841	135	217	394	142	252	218	104	108	190	204
"gene:Rv1126c"	1435	1376	165	227	804	193	631	576	542	353	433	665
"gene:Rv1127c"	3429	3561	724	899	2817	911	2284	1978	960	672	1240	2213
"gene:Rv1128c"	1038	1035	361	439	757	164	391	406	361	191	757	874
"gene:Rv1129c"	458	538	2503	3517	2576	657	44	33	37	101	8589	6525
"gene:Rv1130"	1523	1879	8623	12525	15843	4054	244	328	703	1117	71364	43340
"gene:Rv1131"	1341	1588	2639	3531	8270	1147	98	136	497	597	37870	13291
"gene:Rv1132"	2071	2050	371	481	1651	237	923	1118	227	281	4865	2377
"gene:Rv1133c"	56656	57516	4782	6991	30405	7260	65471	66741	12834	19831	6187	8233
"gene:Rv1134"	94	87	39	45	75	13	64	40	38	54	37	55
"gene:Rv1135c"	204	237	144	234	3876	939	200	156	120	117	585	280
"gene:Rv1135A"	14	9	13	15	14	2	1	4	1	6	6	4
"gene:Rv1136"	107	108	41	58	136	47	29	16	11	13	76	85
"gene:Rv1137c"	97	73	44	44	101	27	93	98	17	27	52	68
"gene:Rv1138c"	482	542	202	192	542	149	238	257	250	149	265	328
"gene:Rv1139c"	524	537	200	312	831	287	318	293	228	183	265	214
"gene:Rv1140"	3328	3427	161	206	2648	867	1491	1341	377	358	643	1753
"gene:Rv1141c"	965	888	153	238	1018	329	292	262	101	118	346	383
"gene:Rv1142c"	4409	5161	615	796	2429	905	5763	5120	588	698	1200	1541
"gene:Rv1143"	846	713	388	460	858	281	341	337	52	84	205	329
"gene:Rv1144"	822	871	344	369	594	165	517	466	77	102	164	347
"gene:Rv1145"	284	232	172	227	258	92	136	98	79	111	86	186
"gene:Rv1146"	478	449	137	227	359	122	213	201	61	65	136	245
"gene:Rv1147"	217	219	63	109	93	29	159	138	46	52	48	106
"gene:Rv1148c"	1157	1178	809	1140	2514	1054	1470	1096	868	677	687	1678
"gene:Rv1149"	1264	1279	924	1188	3077	1163	655	548	784	767	1250	2432
"gene:Rv1151c"	600	626	804	1162	636	173	290	257	209	164	364	799
"gene:Rv1152"	1570	1837	643	841	4792	1994	1833	1734	400	465	2873	8763
"gene:Rv1153c"	496	450	971	1302	553	159	526	386	160	171	261	364
"gene:Rv1154c"	319	383	1110	1653	566	204	339	329	134	109	275	341
"gene:Rv1155"	3238	3486	876	1203	2113	508	3728	3555	2514	2073	810	2729
"gene:Rv1156"	9283	10194	1640	2099	7238	2722	7933	9029	3025	3437	3409	4946
"gene:Rv1157c"	2997	2936	2613	3645	1524	120	4728	2738	540	615	93	79
"gene:Rv1158c"	2805	2782	1968	3008	1739	124	3927	2403	257	502	96	44
"gene:Rv1159"	1893	1948	327	390	711	170	731	489	314	428	353	775
"gene:Rv1159A"	1975	2555	2965	3850	2746	663	6610	8273	2083	1834	1276	4207
"gene:Rv1160"	434	378	155	188	270	53	93	81	43	94	69	178
"gene:Rv1161"	31321	29095	14699	19805	77018	39052	39161	33984	34479	26366	31729	20106
"gene:Rv1162"	9085	7868	1553	2167	12942	4227	9763	7809	6394	5269	3217	4327
"gene:Rv1163"	1839	1793	360	450	2408	882	1924	1665	1622	1348	546	870
"gene:Rv1164"	1867	1841	243	322	2207	496	1343	1073	1104	865	402	698
"gene:Rv1165"	3631	3617	406	566	2262	656	920	761	634	613	566	1240
"gene:Rv1166"	4323	4160	15273	20404	3477	1357	1816	1575	736	1270	1276	1756
"gene:Rv1167c"	1448	1460	2909	3975	2423	2316	730	593	373	546	6400	2833
"gene:Rv1168c"	1448	1272	7318	9881	10431	16501	1304	1067	942	923	29710	9412
"gene:Rv1169c"	57	36	3570	5065	5886	11083	69	45	101	81	8221	2609
"gene:Rv1170"	914	837	3597	4822	2056	931	629	406	162	310	772	1916
"gene:Rv1171"	1304	1185	860	1275	2471	1054	1469	1326	493	637	1559	897
"gene:Rv1172c"	5029	4966	3656	4822	8128	4331	3036	1767	1365	1787	4732	3054
"gene:Rv1173"	19352	20698	6961	9832	8962	2411	13917	11447	10979	10796	4986	8859
"gene:Rv1174c"	9469	8875	6554	9569	17663	4490	5315	4070	2617	3132	6468	11538
"gene:Rv1175c"	3234	3203	671	1042	2694	446	1231	977	654	932	784	1348
"gene:Rv1176c"	312	250	135	125	477	124	57	30	61	79	119	189
"gene:Rv1177"	6678	6268	1581	2130	9770	2964	8954	8278	810	926	1984	2665
"gene:Rv1178"	19939	19303	2623	3690	14112	3835	11097	8253	1446	1714	3005	6096
"gene:Rv1179c"	3237	3251	291	406	1237	312	1854	1505	699	854	374	869
"gene:Rv1180"	2930	2955	1907	2444	4409	659	3858	3280	2588	2628	555	1919
"gene:Rv1181"	1672	1690	553	686	1043	203	906	934	592	755	246	584
"gene:Rv1182"	460	452	64	77	164	17	335	417	106	123	72	87
"gene:Rv1183"	1123	1012	206	275	335	95	221	293	305	268	157	201
"gene:Rv1184c"	9101	8159	1346	1726	6184	1445	3964	3750	4311	4227	406	3245
"gene:Rv1185c"	9891	9318	1058	1318	5742	716	5394	6331	1914	2140	754	2559
"gene:Rv1186c"	1148	1210	371	442	1876	394	401	339	633	413	557	1220
"gene:Rv1187"	1590	1951	1339	1564	4418	240	2492	1755	1550	1027	449	1132
"gene:Rv1188"	595	696	168	217	1965	63	485	328	329	229	136	341
"gene:Rv1189"	352	386	162	182	803	46	153	144	244	190	87	191
"gene:Rv1190"	216	185	59	86	556	21	117	74	88	40	32	84
"gene:Rv1191"	1082	1139	120	183	779	104	457	330	174	138	162	355
"gene:Rv1192"	5240	5613	451	594	17804	7391	2955	2481	518	722	8365	5921
"gene:Rv1193"	3613	3703	469	649	5251	1740	1872	1384	504	644	2203	2589
"gene:Rv1194c"	3969	3751	708	851	18732	6871	1230	753	464	498	3771	5620
"gene:Rv1195"	12001	10742	30	39	18098	4656	2467	1202	35	55	1069	4343
"gene:Rv1196"	42791	42285	213	284	52420	12899	20073	9290	295	834	4013	12326
"gene:Rv1197"	11801	11519	168	235	17111	3263	12266	8310	304	283	1586	3223
"gene:Rv1198"	14971	13347	218	269	17419	3032	16499	10740	283	386	1655	4233
"gene:Rv1199c"	259	253	719	1015	344	189	34	28	44	55	130	308
"gene:Rv1200"	6473	6050	1605	2217	2992	1102	1241	752	442	511	899	2629
"gene:Rv1201c"	2838	2873	299	407	2337	855	1980	1833	115	143	619	954
"gene:Rv1202"	1800	1717	1646	2398	2019	843	935	687	463	584	831	1541
"gene:Rv1203c"	160	153	519	690	293	127	36	28	93	157	111	145
"gene:Rv1204c"	2296	2300	793	980	1835	640	887	631	293	398	669	792
"gene:Rv1205"	691	689	478	620	1203	229	441	427	166	182	387	384
"gene:Rv1206"	1488	1510	1170	1578	1830	318	1394	1254	536	552	700	753
"gene:Rv1207"	2048	2158	756	1138	1872	577	1008	820	478	539	703	2443
"gene:Rv1208"	2364	2325	507	686	1905	565	856	600	318	424	674	1854
"gene:Rv1209"	1737	1803	433	551	2219	550	1327	1107	297	342	661	1873
"gene:Rv1210"	1738	1764	435	563	1587	449	762	736	279	371	662	1635
"gene:Rv1211"	7413	8758	1768	2350	8514	2499	7159	8262	1696	1901	2616	5247
"gene:Rv1212c"	553	594	557	790	596	460	396	357	184	192	189	406
"gene:Rv1213"	1727	1936	787	1040	2204	801	2485	2107	825	581	1000	1477
"gene:Rv1214c"	428	422	444	570	636	137	228	188	148	120	130	128
"gene:Rv1215c"	1896	1827	1120	1552	1923	737	4086	2391	1143	626	1295	1298
"gene:Rv1216c"	806	674	242	322	1060	459	12252	5800	3471	1908	1987	688
"gene:Rv1217c"	1785	1575	561	760	2767	1184	39198	15281	7971	3967	8366	1718
"gene:Rv1218c"	576	422	378	462	1823	1035	10384	4708	1602	941	4503	909
"gene:Rv1219c"	383	256	377	490	1605	1205	4163	1951	1131	754	3707	734
"gene:Rv1220c"	3195	3125	355	487	763	224	2648	1746	278	374	312	532
"gene:Rv1221"	7882	9445	20758	26508	35778	24020	9712	10659	3553	2868	50613	51203
"gene:Rv1222"	6335	6617	17160	22075	11214	5280	8431	7513	5369	4925	15181	18952
"gene:Rv1223"	13914	13553	32321	41870	15964	6084	8580	6152	7386	6993	12610	25358
"gene:Rv1224"	2613	2475	7175	9764	1905	674	841	671	788	893	1363	3943
"gene:Rv1225c"	489	506	528	768	650	298	294	228	206	186	338	495
"gene:Rv1226c"	1310	1532	1360	1974	1228	636	1743	1324	396	449	445	425
"gene:Rv1227c"	727	890	764	1191	627	338	1176	930	186	266	248	246
"gene:Rv1228"	165	178	4186	5442	799	234	175	146	106	65	178	662
"gene:Rv1229c"	4999	5171	964	1399	4833	1384	4524	3205	2165	1671	2161	5452
"gene:Rv1230c"	3274	3467	913	1209	3625	940	3516	2787	1622	1462	1294	2048
"gene:Rv1231c"	1095	1159	187	279	536	63	1102	1064	409	381	128	247
"gene:Rv1232c"	3666	3952	586	852	2140	496	2409	1962	587	675	530	1024
"gene:Rv1233c"	4346	4681	638	960	993	212	2399	1932	563	600	245	347
"gene:Rv1234"	1648	1728	1136	1774	3015	1321	1527	1529	697	750	1441	2602
"gene:Rv1235"	1248	1267	1418	2115	1848	701	548	497	306	285	765	1504
"gene:Rv1236"	885	912	464	654	663	231	340	270	108	109	239	605
"gene:Rv1237"	1082	1164	449	634	888	179	743	723	167	160	289	663
"gene:Rv1238"	1317	1209	528	702	1396	259	552	485	252	209	516	868
"gene:Rv1239c"	483	579	1281	1738	2800	542	472	318	254	219	408	711
"gene:Rv1240"	4218	4539	512	648	2983	954	2467	1839	285	361	615	831
"gene:Rv1241"	581	550	97	127	383	81	79	52	27	39	48	129
"gene:Rv1242"	535	562	105	170	233	56	62	54	26	40	52	130
"gene:Rv1243c"	413	378	2985	4194	301	111	119	98	65	107	106	181
"gene:Rv1244"	1776	1816	324	459	1118	325	535	350	43	92	191	356
"gene:Rv1245c"	1478	1549	3366	4943	3163	1030	856	654	562	674	554	1548
"gene:Rv1246c"	207	181	268	356	197	63	31	34	50	66	71	214
"gene:Rv1247c"	553	504	606	775	758	210	411	411	219	239	237	601
"gene:Rv1248c"	13968	13425	16647	21662	19318	9017	11106	12541	5208	5526	6519	15259
"gene:Rv1249c"	2420	2252	7263	9128	2775	716	2213	1834	763	995	1009	1631
"gene:Rv1250"	965	895	385	546	1505	548	464	396	175	140	422	643
"gene:Rv1251c"	3792	3770	2550	3498	2309	580	2111	1381	404	527	595	469
"gene:Rv1252c"	880	766	696	985	1018	318	653	397	60	171	214	122
"gene:Rv1253"	2135	2332	530	751	2021	565	1242	1010	882	717	718	853
"gene:Rv1254"	1683	1743	269	302	1176	243	604	468	460	348	361	572
"gene:Rv1255c"	258	254	246	337	785	353	77	74	70	87	4676	2541
"gene:Rv1256c"	651	586	775	1065	2741	1862	115	101	137	181	11835	8097
"gene:Rv1257c"	3242	3307	1087	1514	2605	833	1120	815	447	496	1453	4579
"gene:Rv1258c"	355	392	566	801	724	193	148	99	86	101	185	304
"gene:Rv1259"	317	385	643	917	706	261	273	204	144	143	327	753
"gene:Rv1260"	2563	2568	687	945	774	219	962	1082	369	310	262	421
"gene:Rv1261c"	1238	1269	423	593	1198	336	1488	1747	686	593	708	482
"gene:Rv1262c"	747	789	463	670	654	216	417	367	167	245	209	356
"gene:Rv1263"	624	657	404	523	538	168	224	193	90	80	99	283
"gene:Rv1264"	5980	6103	1050	1450	3736	1352	2631	2039	1090	1217	1335	2535
"gene:Rv1265"	4033	4185	1891	2535	6858	5218	3802	4142	2803	1893	4437	14903
"gene:Rv1266c"	1286	1346	585	841	3228	1021	1505	1426	837	647	1246	1569
"gene:Rv1267c"	302	325	149	193	817	311	210	185	70	48	194	193
"gene:Rv1268c"	66	84	45	57	125	44	27	14	30	23	44	37
"gene:Rv1269c"	269	345	83	91	500	124	459	404	109	120	221	108
"gene:Rv1270c"	680	621	148	153	931	321	750	766	166	153	435	220
"gene:Rv1271c"	262	279	25	20	47	7	144	164	30	39	22	32
"gene:Rv1272c"	2210	2173	403	510	627	154	912	651	374	393	340	324
"gene:Rv1273c"	931	864	103	124	314	73	296	205	73	82	145	111
"gene:Rv1274"	2771	2862	1005	1437	4219	1139	1762	1237	939	982	1530	4930
"gene:Rv1275"	2626	2600	721	979	3048	729	1507	1311	861	919	1499	3991
"gene:Rv1276c"	166	179	35	52	137	49	73	44	17	18	55	66
"gene:Rv1277"	1721	1720	356	514	2475	983	1610	916	150	211	418	407
"gene:Rv1278"	3426	3504	702	964	3595	1074	2664	1665	706	590	758	1406
"gene:Rv1279"	2982	2845	347	458	2433	573	2214	1586	530	451	442	552
"gene:Rv1280c"	3715	3636	533	661	1176	312	1079	976	608	521	506	1081
"gene:Rv1281c"	1694	1682	908	1189	648	150	908	769	257	299	240	595
"gene:Rv1282c"	686	716	97	140	205	50	379	322	87	102	85	168
"gene:Rv1283c"	1399	1420	288	374	549	162	847	693	151	173	195	533
"gene:Rv1284"	437	430	140	173	2581	953	1229	1771	156	198	347	360
"gene:Rv1285"	1522	1024	8437	10294	12038	5722	443	499	7915	8208	35077	27032
"gene:Rv1286"	1749	1021	9383	13018	15261	5055	959	1053	9537	10521	47322	25722
"gene:Rv1287"	1098	1149	1481	1770	1856	582	330	387	2259	2246	5609	3011
"gene:Rv1288"	522	491	442	639	852	308	207	179	834	739	2283	1525
"gene:Rv1289"	1616	1842	276	368	1118	541	1050	817	210	292	454	580
"gene:Rv1290c"	1249	1265	142	179	995	262	523	593	151	112	315	465
"gene:Rv1290A"	25	9	48	79	30	6	1	7	10	7	14	17
"gene:Rv1291c"	46	42	93	126	101	25	19	10	11	26	29	42
"gene:Rv1292"	2808	2773	430	539	2599	760	728	503	243	235	644	1368
"gene:Rv1293"	4142	3899	508	596	2900	834	1046	935	449	401	821	1759
"gene:Rv1294"	4628	4514	654	832	3035	1068	1860	2079	581	566	946	1931
"gene:Rv1295"	5290	5351	411	609	2304	541	1887	2123	629	586	692	1662
"gene:Rv1296"	3131	3454	1435	1918	2321	773	864	890	490	358	1067	2367
"gene:Rv1297"	65689	54509	22705	30818	48672	17948	19024	14595	10189	14775	25964	36670
"gene:Rv1298"	12327	10142	6793	8606	11955	3727	6757	6445	2675	3837	4348	5725
"gene:Rv1299"	7035	6262	5457	7753	6991	2176	3821	3311	2215	2742	2952	5277
"gene:Rv1300"	5763	5222	2383	3356	4760	1348	2651	2169	1903	1757	1934	3935
"gene:Rv1301"	5103	5255	1362	2110	2670	602	1868	1462	1398	1153	1181	2807
"gene:Rv1302"	3009	2858	580	827	2823	644	1740	1186	554	972	288	2222
"gene:Rv1303"	4652	4773	704	869	8742	3864	3511	2405	363	450	2971	2316
"gene:Rv1304"	5260	5353	410	488	5576	1854	3994	3060	296	378	2047	1678
"gene:Rv1305"	5563	6339	601	742	7102	1503	9098	6707	516	638	2067	1960
"gene:Rv1306"	11924	13570	743	1156	11639	2593	12446	8498	1009	1335	3257	4084
"gene:Rv1307"	27696	29538	1066	1483	18525	4246	21884	14630	1979	2513	5507	7248
"gene:Rv1308"	24606	25532	1172	1545	15567	2498	21994	17124	1932	2244	3627	6011
"gene:Rv1309"	10599	10755	429	624	5741	810	7759	6100	910	1051	1169	1912
"gene:Rv1310"	19820	22299	895	1336	9546	1675	19275	17489	2050	2326	2147	4078
"gene:Rv1311"	4723	5181	200	291	1869	257	3281	2935	527	543	437	911
"gene:Rv1312"	2596	2890	119	177	1044	138	1895	1496	343	270	225	415
"gene:Rv1313c"	914	863	1032	1451	1185	331	482	405	330	439	474	604
"gene:Rv1314c"	618	581	212	312	666	194	329	324	174	219	238	308
"gene:Rv1315"	3078	2845	656	860	4334	2156	842	593	240	363	2181	3440
"gene:Rv1316c"	320	325	39	47	1362	203	456	291	102	40	161	301
"gene:Rv1317c"	987	1021	208	293	3973	1168	1029	642	270	151	812	1538
"gene:Rv1318c"	608	627	146	209	516	132	291	198	63	93	178	361
"gene:Rv1319c"	1099	1164	181	250	725	191	789	522	100	173	289	289
"gene:Rv1320c"	2179	1947	331	409	1225	331	660	435	116	250	434	406
"gene:Rv1321"	1145	1090	444	647	1212	344	635	424	215	412	425	920
"gene:Rv1322"	472	520	147	208	738	216	325	186	140	121	266	556
"gene:Rv1322A"	21980	22384	3387	4356	10770	4250	14755	16776	3088	3841	6285	10727
"gene:Rv1323"	12196	11893	6672	9331	12087	4103	7986	6972	6141	6924	5452	14280
"gene:Rv1324"	13098	13087	1451	2025	5166	2279	3968	3552	1029	1402	2499	3312
"gene:Rv1325c"	1557	1501	676	839	1169	300	1272	977	476	472	339	1107
"gene:Rv1326c"	3355	3645	1197	1533	8309	3671	1913	1668	1306	1038	1680	5879
"gene:Rv1327c"	4816	5117	2150	3033	8759	4021	3077	2657	1723	1640	2591	7853
"gene:Rv1328"	6543	6835	537	759	3159	860	2673	2529	425	583	923	1715
"gene:Rv1329c"	1628	1592	436	564	1061	245	979	844	408	432	332	1195
"gene:Rv1330c"	1037	1053	377	447	1134	340	710	537	240	251	441	1382
"gene:Rv1331"	3278	3304	1946	2525	3295	916	2544	2365	2721	2333	1330	4197
"gene:Rv1332"	4464	4350	2834	3595	4882	1390	2794	2311	5120	3608	2126	5633
"gene:Rv1333"	4497	4716	472	623	2834	865	1440	942	1160	973	1399	4436
"gene:Rv1334"	1183	1109	106	133	1201	451	293	247	245	239	597	1275
"gene:Rv1335"	1235	1280	145	181	953	267	814	784	502	416	583	1303
"gene:Rv1336"	3619	3910	347	504	2576	1095	1173	975	992	775	1682	3127
"gene:Rv1337"	3822	3729	1471	1814	3196	878	1959	1506	1498	1568	1245	2145
"gene:Rv1338"	2059	1984	282	376	1188	406	488	398	225	229	612	1089
"gene:Rv1339"	2578	2393	193	333	3731	1634	703	574	110	142	2661	1868
"gene:Rv1340"	3415	3512	312	423	3480	1097	1194	893	256	322	2101	2118
"gene:Rv1341"	1420	1464	182	250	1214	328	567	447	173	227	642	729
"gene:Rv1342c"	559	574	299	339	933	253	398	288	101	146	359	1463
"gene:Rv1343c"	265	320	162	170	647	212	132	87	54	73	254	833
"gene:Rv1344"	96	65	47	88	226	24	78	41	14	24	20	409
"gene:Rv1345"	2179	2288	1004	1346	2585	679	1659	1190	434	800	589	3625
"gene:Rv1346"	1453	1490	508	626	1739	689	942	665	353	470	506	2637
"gene:Rv1347c"	169	134	138	167	467	67	88	70	23	48	82	346
"gene:Rv1348"	943	927	646	810	2578	328	385	217	138	211	266	3743
"gene:Rv1349"	593	586	240	302	884	93	234	169	55	111	105	2060
"gene:Rv1350"	442	482	82	125	452	186	274	289	61	54	153	346
"gene:Rv1351"	442	471	116	138	460	143	541	391	230	177	126	230
"gene:Rv1352"	1560	1653	315	476	2759	1155	1507	1384	695	531	2293	1614
"gene:Rv1353c"	141	169	58	73	83	43	53	52	26	25	44	78
"gene:Rv1354c"	383	405	104	120	224	64	114	131	80	65	98	146
"gene:Rv1355c"	402	396	190	229	415	125	116	88	67	75	147	198
"gene:Rv1356c"	44	45	56	69	153	75	15	14	7	11	21	43
"gene:Rv1357c"	12	5	22	30	20	2	8	5	2	4	5	5
"gene:Rv1358"	262	267	252	357	312	125	100	52	63	60	102	164
"gene:Rv1359"	229	171	83	98	160	43	173	116	35	71	27	57
"gene:Rv1360"	4631	4400	190	291	1651	562	1119	837	232	317	909	1107
"gene:Rv1361c"	13962	14637	490	715	9771	3797	4569	2803	1147	6496	1302	6270
"gene:Rv1362c"	786	730	184	224	835	167	471	443	185	153	239	619
"gene:Rv1363c"	1058	1037	343	410	2131	495	570	468	246	190	401	1072
"gene:Rv1364c"	1465	1454	994	1157	4813	1364	688	583	1177	743	1873	6150
"gene:Rv1365c"	436	420	203	263	998	477	388	247	97	126	755	441
"gene:Rv1366"	285	225	78	71	198	50	65	59	40	51	51	108
"gene:Rv1366A"	433	454	266	326	1031	632	341	255	173	189	234	522
"gene:Rv1367c"	624	653	322	343	1488	629	244	191	53	64	443	1225
"gene:Rv1368"	1929	1847	462	677	2124	487	2517	2418	591	701	1349	827
"gene:Rv1369c"	131	168	391	542	141	51	66	59	23	28	40	72
"gene:Rv1370c"	69	82	116	153	87	27	52	47	7	23	28	61
"gene:Rv1371"	45	38	66	98	26	12	8	15	35	30	8	38
"gene:Rv1372"	289	309	350	399	608	357	199	291	247	201	229	336
"gene:Rv1373"	412	453	687	835	907	495	116	91	243	337	310	515
"gene:Rv1374c"	125	174	69	87	187	94	141	106	16	10	38	41
"gene:Rv1375"	3977	3648	2690	3556	11637	10004	2630	2349	192	286	9773	4767
"gene:Rv1376"	1597	1655	538	750	1328	933	448	274	126	147	1691	1358
"gene:Rv1377c"	1171	1120	543	748	909	238	1037	902	816	603	373	1026
"gene:Rv1378c"	1890	2032	919	1256	1119	408	1938	1477	700	803	1168	2045
"gene:Rv1379"	1417	1531	144	214	1808	605	711	471	51	131	392	612
"gene:Rv1380"	512	549	113	173	395	150	193	128	17	35	245	231
"gene:Rv1381"	978	1045	231	338	870	271	461	380	92	122	314	502
"gene:Rv1382"	356	373	84	107	251	88	131	93	69	51	100	232
"gene:Rv1383"	755	757	161	227	466	130	247	250	148	145	154	404
"gene:Rv1384"	3371	3480	477	797	1342	276	946	1007	498	437	340	900
"gene:Rv1385"	744	839	55	83	198	28	182	173	76	59	51	184
"gene:Rv1386"	3469	3433	705	1095	1753	432	293	174	175	278	537	377
"gene:Rv1387"	26995	28808	5722	8769	8589	1634	6923	4405	2391	3072	4371	3366
"gene:Rv1388"	8074	7888	1314	1812	7213	1289	5999	5914	1264	1698	1068	2624
"gene:Rv1389"	8121	8052	1436	2062	4132	542	6168	6149	1592	2125	618	1863
"gene:Rv1390"	5227	4560	6712	8078	12818	10436	2635	2398	1958	2374	5645	8060
